관리번호,사업장명,인허가일자,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,통합영업상태명,영업상태명,소재지시설전화번호,소재지면적정보,X좌표값,Y좌표값,영업장주변구분명,급수시설구분명,다중이용업소여부,시설총규모정보,카테고리
5610000-101-2021-00041,다겸,20210205,"경기도 수원시 영통구 광교중앙로25번길 15, 1층 (원천동)",경기도 수원시 영통구 원천동 577-2,16500.0,37.2776292256,127.050657621,영업/정상,영업,,111.30,204424.358651022,419522.666065047,,,N,111.3,한식
3760000-101-2013-00172,다경막창,20131108,"경기도 수원시 권선구 덕영대로1126번길 40 (세류동, 1층좌측상가)",경기도 수원시 권선구 세류동 974-8,16656.0,37.2504216964,127.0133041131,영업/정상,영업,,35.35,201111.342661547,416496.567347592,주택가주변,상수도전용,N,35.35,한식
3770000-101-2022-00433,다다우동,20221104,"경기도 수원시 팔달구 정조로905번길 17, 3층 (장안동)",경기도 수원시 팔달구 장안동 22-3,16252.0,37.287759104,127.0137180608,영업/정상,영업,,233.11,201146.970164841,420644.739634291,,,Y,233.11,한식
3750000-101-2022-00223,다담감자탕,20221230,"경기도 수원시 장안구 영화로86번길 29-1, 1층 우측호 (정자동)",경기도 수원시 장안구 정자동 12-13 국민트랜스,16311.0,37.2946909098,127.0072085386,영업/정상,영업,,33.18,200568.079455479,421413.789031623,,상수도전용,N,33.18,한식
3750000-101-2019-00077,다담소담(느루식탁2019),20190509,경기도 수원시 장안구 영화로 103-3 (정자동),경기도 수원시 장안구 정자동 36-37,16312.0,37.2954463312,127.0046311622,영업/정상,영업,,76.03,200341.312879139,421496.985216123,,상수도전용,N,76.03,한식
5610000-101-2003-00702,다동,20031112,"경기도 수원시 영통구 청명남로28번길 20, 플러스타운빌딩 111호 (영통동)",경기도 수원시 영통구 영통동 1009-2 플러스타운빌딩,16705.0,37.251464775,127.0759249947,영업/정상,영업,070-8843-8888,42.94,206663.860812101,416617.286964046,,,N,42.94,한식
3750000-101-2002-00153,다래,20020410,경기도 수원시 장안구 송원로41번길 29 (송죽동),경기도 수원시 장안구 송죽동 503-20,16305.0,37.3000124207,127.0058423855,영업/정상,영업,031-258-0574,93.20,200448.596057617,422002.316840153,학교정화(절대),상수도전용,N,93.2,한식
3750000-101-2017-00117,다래식당,20170803,경기도 수원시 장안구 송정로168번길 2 (조원동),경기도 수원시 장안구 조원동 774,16288.0,37.2977781864,127.0148495686,영업/정상,영업,031-252-5225,53.89,201248.457149818,421766.836826786,,,N,53.89,한식
3760000-101-2006-00131,다래식당,20060725,경기도 수원시 권선구 세권로195번길 28-3 (권선동),경기도 수원시 권선구 권선동 1046-13,16568.0,37.2566490543,127.0263226857,영업/정상,영업,031-238-5107,64.39,202264.127994428,417192.340123315,,상수도전용,N,64.39,한식
5610000-101-2026-00071,다래식당(영통점),20260312,"경기도 수원시 영통구 영일로21번길 8-1, 1층 (영통동)",경기도 수원시 영통구 영통동 1006-6,16705.0,37.2499601164,127.0761138422,영업/정상,영업,,120.00,206682.959319096,416451.763922199,,상수도전용,N,120.0,한식
3770000-101-2002-60498,다래원,20021024,경기도 수원시 팔달구 고화로 35 (고등동),경기도 수원시 팔달구 고등동 69-2,16445.0,37.2725228827,127.0065296797,영업/정상,영업,031-258-8851,32.19,200507.550848489,418953.406331022,주택가주변,상수도전용,N,32.19,한식
3770000-101-2010-00085,다래정,20100414,"경기도 수원시 팔달구 창룡대로8번길 36-7, 1층 (팔달로1가)",경기도 수원시 팔달구 팔달로1가 45,16257.0,37.2800493894,127.0174337879,영업/정상,영업,031-242-3156,102.15,201475.876560767,419786.513485374,,상수도전용,N,102.15,한식
3770000-101-1986-00016,다림,19860224,"경기도 수원시 팔달구 정조로800번길 24, 2층 (남수동)",경기도 수원시 팔달구 남수동 112-3,16257.0,37.2794753167,127.0181255506,영업/정상,영업,031-255-2847,71.61,201537.373218239,419722.614539267,,,N,71.61,한식
3750000-101-2020-00056,다모아,20200504,"경기도 수원시 장안구 창훈로60번길 24, 동문 프라자 103호 (연무동)",경기도 수원시 장안구 연무동 59-1 동문 프라자 103호,16213.0,37.2983717186,127.0301456581,영업/정상,영업,,58.52,202604.630835357,421817.528433989,,상수도전용,N,58.52,한식
3750000-101-1995-00207,다모아식당,19950915,경기도 수원시 장안구 광교산로 154-25 (연무동),경기도 수원시 장안구 연무동 4-23,16213.0,37.3014461061,127.0325863526,영업/정상,영업,031-252-6663,111.03,202824.096386628,422166.222451205,기타,상수도전용,N,111.03,한식
3750000-101-2005-00231,다모아칼국수,20051019,경기도 수원시 장안구 영화로 20-1 (영화동),경기도 수원시 장안구 영화동 431-2,16270.0,37.289103599,127.0096931143,영업/정상,영업,031-241-2331,91.40,200790.275867632,420793.22895582,,상수도전용,N,91.4,한식
3770000-101-2012-00253,다미방,20121123,"경기도 수원시 팔달구 효원로 303 (인계동, 삼호파크타워B108호)",경기도 수원시 팔달구 인계동 1122-10,16488.0,37.2613172429,127.0351576357,영업/정상,영업,,59.26,203047.114976571,417709.796618305,,,N,59.26,한식
5610000-101-1991-00159,다미칼국수,19910209,경기도 수원시 영통구 매봉로49번길 21 (매탄동),경기도 수원시 영통구 매탄동 111-71,16525.0,37.2725870915,127.0521538952,영업/정상,영업,031-256-4465,,204553.96031018,418957.837325521,,,N,0.0,한식
3770000-101-1992-00012,다선칼국수,19921127,경기도 수원시 팔달구 세지로 380 (지동),경기도 수원시 팔달구 지동 472-9,16248.0,37.2840911586,127.0272449962,영업/정상,영업,,30.05,202346.09717025,420239.041497901,,,N,30.05,한식
3750000-101-2014-00167,다소니,20141106,"경기도 수원시 장안구 정자로20번길 21, 1층 (천천동)",경기도 수원시 장안구 천천동 506-11 1층,16325.0,37.2993327696,126.9797599732,영업/정상,영업,031-271-5885,77.52,198135.399781492,421926.190131909,,,N,77.52,한식
3760000-101-1992-00056,다오뒷고기숯불구이,19920527,경기도 수원시 권선구 금호로245번길 10 (구운동),경기도 수원시 권선구 구운동 509-10,16410.0,37.2762443874,126.9768508049,영업/정상,영업,031-293-3035,43.46,197875.495262445,419367.302930827,주택가주변,상수도전용,N,43.46,한식
3750000-101-2010-00060,다온백반,20100412,"경기도 수원시 장안구 영화로72번길 7, 1층 (정자동)",경기도 수원시 장안구 정자동 68-7 정자빌딩,16311.0,37.2932569412,127.0070260924,영업/정상,영업,031-269-3397,118.03,200553.603823366,421253.79888594,,,N,118.03,한식
3750000-101-1992-00092,다온식당,19920218,경기도 수원시 장안구 팔달로291번길 5 (영화동),경기도 수원시 장안구 영화동 166-14,16269.0,37.2907340326,127.0160004363,영업/정상,영업,031-241-9001,34.20,201348.253024623,420973.267425574,기타,상수도전용,N,34.2,한식
3760000-101-2021-00058,다온식탁,20210209,"경기도 수원시 권선구 경수대로352번길 17, 1층 (권선동)",경기도 수원시 권선구 권선동 1034-13,16566.0,37.2577303536,127.0239815657,영업/정상,영업,,45.00,202054.890012809,417311.621048717,,상수도전용,N,45.0,한식
3760000-101-2008-00023,다온한식뷔페,20080214,경기도 수원시 권선구 구운로73번길 26-9 (구운동),경기도 수원시 권선구 구운동 934-4,16406.0,37.2805898263,126.9709323422,영업/정상,영업,031-295-9242,86.28,197350.767008547,419848.067551321,,상수도전용,N,86.28,한식
3770000-101-2016-00158,다올,20160816,"경기도 수원시 팔달구 효원로 28, 1층 (매산로3가)",경기도 수원시 팔달구 매산로3가 127-1,16456.0,37.270999985,127.0088067022,영업/정상,영업,031-223-1718,150.44,200711.625972935,418784.317996041,,,N,150.44,한식
3760000-101-2014-00171,다올굴순두부 전문점,20140912,"경기도 수원시 권선구 금곡로118번길 54-13, 1층 (금곡동)",경기도 수원시 권선구 금곡동 0 호매실택지개발지구 단독6 1블록 12로트,16388.0,37.2724548268,126.9424641439,영업/정상,영업,,74.20,194824.803188436,418946.386787944,기타,상수도전용,N,74.2,한식
3760000-101-2022-00217,다올식당,20220908,"경기도 수원시 권선구 세지로27번길 1, 1층 (세류동)",경기도 수원시 권선구 세류동 1012-22,16588.0,37.2547482401,127.0154639417,영업/정상,영업,,30.06,201298.59455935,416978.986749475,,,N,30.06,한식
3770000-101-2019-00088,다옴칼국수,20190409,"경기도 수원시 팔달구 경수대로656번길 55-22, 1층 (우만동)",경기도 수원시 팔달구 우만동 503-12,16237.0,37.2861958923,127.0306387813,영업/정상,영업,031-241-3454,48.60,202646.952291567,420468.936735122,,상수도전용,N,48.6,한식
3770000-101-2017-00262,다우리 설렁탕,20171128,"경기도 수원시 팔달구 동말로38번길 13, 1층 (화서동)",경기도 수원시 팔달구 화서동 180-13,16442.0,37.2778713438,126.9987115362,영업/정상,영업,,84.78,199816.013298812,419543.570299249,,상수도전용,N,84.78,한식
5610000-101-2025-00012,다원 국수요리,20250110,"경기도 수원시 영통구 법조로 25, 광교 SK VIEW Lake 2층 231호 (하동)",경기도 수원시 영통구 하동 1016-1 광교 SK VIEW Lake,16514.0,37.287481312,127.0602221632,영업/정상,영업,,41.32,205273.931816708,420610.782510294,,,N,41.32,한식
5610000-101-2025-00057,다원옥 광교직영점,20250224,"경기도 수원시 영통구 광교중앙로248번길 7-7, 이음센터 1층 106~107호 (하동)",경기도 수원시 영통구 하동 986-5 이음센터,16512.0,37.2914850326,127.0679835104,영업/정상,영업,,97.13,205962.383762693,421048.992716935,,,N,97.13,한식
3760000-101-2023-00390,다원토종순대국,20231020,"경기도 수원시 권선구 산업로 180, DH테크타워 1층 111,112호 (고색동)",경기도 수원시 권선구 고색동 1094,16648.0,37.2424110308,126.9841427398,영업/정상,영업,,93.00,198525.615075746,415612.855445573,기타,상수도전용,N,93.0,한식
5610000-101-2021-00393,다이닝동,20211209,"경기도 수원시 영통구 청명남로 25, 2층 206호 (영통동)",경기도 수원시 영통구 영통동 998-7,16704.0,37.2524069774,127.0747357048,영업/정상,영업,,69.70,206562.450163348,416721.22870301,,,N,69.7,한식
5610000-101-2022-00285,다인,20220824,"경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 제1동 2층 201~203호 (이의동)",경기도 수원시 영통구 이의동 1336 힐스테이트광교중앙역,16508.0,37.2876037684,127.0568031498,영업/정상,영업,,132.60,204977.175329834,420627.234160383,,,Y,132.6,한식
3770000-101-2014-00265,다인,20141106,경기도 수원시 팔달구 고화로 30 (고등동),경기도 수원시 팔달구 고등동 63-8,16445.0,37.2721556713,127.007096036,영업/정상,영업,031-246-5173,68.35,200559.830979362,418911.792281502,,상수도전용,N,68.35,한식
3770000-101-2025-00073,다인칼국수,20250327,"경기도 수원시 팔달구 효원로15번길 3, 1층 (매산로3가)",경기도 수원시 팔달구 매산로3가 12-14,16457.0,37.2722470999,127.0095768655,영업/정상,영업,,104.76,200779.063524837,418919.457496174,,,N,104.76,한식
3770000-101-2024-00087,다정생고기,20240320,"경기도 수원시 팔달구 고등로 15, 근린생활시설4동 지하1층 53,54호 (고등동, 수원역푸르지오자이)",경기도 수원시 팔달구 고등동 156-117 수원역푸르지오자이,16452.0,37.2764446576,127.0002550538,영업/정상,영업,,63.18,199837.516107199,419105.808223421,,상수도전용,N,63.18,한식
3770000-101-2004-00080,다정숯불갈비 함흥냉면,20040305,"경기도 수원시 팔달구 장다리로283번길 5, 1층 (인계동)",경기도 수원시 팔달구 인계동 956-16,16482.0,37.2747116354,127.0282398617,영업/정상,영업,,134.13,202432.789890635,419196.570289387,,상수도전용,N,134.13,한식
3760000-101-1993-00096,다정식당,19930920,경기도 수원시 권선구 권광로 91 (권선동),경기도 수원시 권선구 권선동 1042-15,16568.0,37.2560394722,127.0294276221,영업/정상,영업,031-238-8121,25.20,202535.897160945,417122.975477882,기타,상수도전용,N,25.2,한식
3760000-101-2002-00608,다정한식,20020918,"경기도 수원시 권선구 권선로 420-8, 보닥빌딩 2층 (평동)",경기도 수원시 권선구 평동 20-34 보닥빌딩,16595.0,37.2619215693,126.9977346112,영업/정상,영업,031-373-8972,104.00,199736.205274683,417774.245963991,기타,상수도전용,Y,104.0,한식
3770000-101-2025-00159,다채 인계점,20250611,"경기도 수원시 팔달구 효원로 299, 경인일보하이엔드호텔 1층 103호 (인계동)",경기도 수원시 팔달구 인계동 1122-11,16488.0,37.2614594691,127.0346492692,영업/정상,영업,,43.10,203001.830278733,417725.293710968,,,N,43.1,한식
3750000-101-2006-00109,닥치고삼겹살,20060612,경기도 수원시 장안구 덕영대로445번길 12-8 (율전동),경기도 수원시 장안구 율전동 235-1,16357.0,37.3011289565,126.9721650865,영업/정상,영업,031-269-7757,104.74,197460.782210629,422129.131932974,,상수도전용,N,104.74,한식
3760000-101-2024-00014,단골집,20240115,"경기도 수원시 권선구 호매실로 21-4, 디케이-타워 제1동 103-105호 (고색동)",경기도 수원시 권선구 고색동 1171-1,16633.0,37.2558559062,126.970992601,영업/정상,영업,,125.00,197353.526656872,417102.201458465,,,N,125.0,한식
3770000-101-2026-00017,단이네포차,20260120,"경기도 수원시 팔달구 효원로308번길 16, 1층 103호 (인계동, 한화 꿈에그린 파크)",경기도 수원시 팔달구 인계동 1127-1 한화 꿈에그린 파크,16491.0,37.2598548914,127.0346253088,영업/정상,영업,,50.95,202990.651726252,417590.121856118,,상수도전용,N,50.95,한식
5610000-101-2021-00069,단풍스시,20210224,"경기도 수원시 영통구 매탄로168번길 8-2, 1층 일부호 (매탄동)",경기도 수원시 영통구 매탄동 832-1,16539.0,37.2651893165,127.0457578712,영업/정상,영업,,38.80,203986.214242017,418138.1470741,,,N,38.8,한식
5610000-101-2023-00220,달구운바람,20230605,"경기도 수원시 영통구 영통로174번길 5, 1층 101호 (망포동)",경기도 수원시 영통구 망포동 332-7 101호,16690.0,37.2433052354,127.0557435166,영업/정상,영업,031-204-8497,195.75,204877.776730399,415711.693056795,,,N,195.75,한식
3760000-101-2018-00224,달달(DalDal),20181012,"경기도 수원시 권선구 경수대로277번길 17, 1층 (세류동)",경기도 수원시 권선구 세류동 1119-19 1층,16590.0,37.2520744329,127.0184918113,영업/정상,영업,,49.87,201567.629429267,416683.114791604,,상수도전용,N,49.87,한식
3760000-101-2002-00563,달뜨는주막,20021204,경기도 수원시 권선구 일월천로10번길 21 (구운동),경기도 수원시 권선구 구운동 907-8,16413.0,37.283190609,126.9740276432,영업/정상,영업,031-297-3309,76.00,197624.865853414,420136.875836739,주택가주변,상수도전용,N,76.0,한식
3750000-101-2018-00083,달래네밥집,20180618,"경기도 수원시 장안구 덕영대로535번길 34, 천천동그린프라자 403호 (천천동)",경기도 수원시 장안구 천천동 524-2 천천동그린프라자 403호,16329.0,37.2971166029,126.9820995154,영업/정상,영업,031-269-0828,92.36,198345.073726052,421677.959577979,,,N,92.36,한식
3760000-101-2025-00283,달빛,20251010,"경기도 수원시 권선구 효원로256번길 7, 지오베르크 1층 102호 (권선동)",경기도 수원시 권선구 권선동 1013 지오베르크,16571.0,37.261647536,127.0297761731,영업/정상,영업,,53.55,202568.86232838,417746.467010782,,,N,53.55,한식
5610000-101-2003-00003,달빛,20030104,"경기도 수원시 영통구 매영로 9, 16동 108호 (매탄동, 동남상가)",경기도 수원시 영통구 매탄동 197 동남상가 16동 108호,16524.0,37.2715869474,127.0451667612,영업/정상,영업,,24.42,203866.185968224,418778.898010739,,상수도전용,N,24.42,한식
3760000-101-2020-00327,달빛,20201112,"경기도 수원시 권선구 세지로94번길 46, 1층 (권선동)",경기도 수원시 권선구 권선동 984,16564.0,37.2592314654,127.0207017105,영업/정상,영업,,14.96,201764.549434911,417475.946817303,,상수도전용,N,14.96,한식
5610000-101-2025-00366,달빛에구운고등어 망포점,20251104,"경기도 수원시 영통구 덕영대로1499번길 28, 2층 (영통동)",경기도 수원시 영통구 영통동 977-1,16679.0,37.2468926793,127.0557111821,영업/정상,영업,031-204-3392,354.11,204871.746019051,416112.450534294,,,Y,354.11,한식
3750000-101-2025-00220,달빛정류장,20251111,"경기도 수원시 장안구 정조로922번길 39, 1층 102호 (영화동)",경기도 수원시 장안구 영화동 164-32,16269.0,37.2910738281,127.0153326205,영업/정상,영업,,28.12,201288.801044719,421011.071975415,,상수도전용,N,28.12,한식
3760000-101-2023-00021,달빛한스푼,20230120,"경기도 수원시 권선구 서수원로523번길 30-40, 1층 (금곡동)",경기도 수원시 권선구 금곡동 1132-10,16393.0,37.2720309982,126.9579535377,영업/정상,영업,,87.63,196200.159077158,418898.232641976,,상수도전용,N,87.63,한식
3770000-101-2000-60140,달인,20000113,"경기도 수원시 팔달구 매산로20번길 16-7, 1층 (매산로1가)",경기도 수원시 팔달구 매산로1가 57-6,16461.0,37.2665675316,127.0029030775,영업/정상,영업,031-245-2941,17.48,200188.081071016,418290.274117409,기타,상수도전용,N,17.48,한식
3770000-101-2025-00273,"닭,쳐!",20250926,"경기도 수원시 팔달구 인계로138번길 22, 1층 (인계동)",경기도 수원시 팔달구 인계동 1039-5,16489.0,37.2661999698,127.0321501487,영업/정상,영업,,74.40,202783.867237521,418250.278624701,,상수도전용,N,74.4,한식
5610000-101-2002-00211,닭갈비 두목,20020329,"경기도 수원시 영통구 영통로217번길 17, 1층 (영통동)",경기도 수원시 영통구 영통동 978-3,16698.0,37.2466414353,127.0560170932,영업/정상,영업,031-273-7080,126.14,204897.751546663,416082.933204814,,상수도전용,N,126.14,한식
5610000-101-2025-00071,닭갈비 전문점 닭판 본점,20250304,"경기도 수원시 영통구 반달로35번길 19, 대원빌딩 2층 207-2호 (영통동)",경기도 수원시 영통구 영통동 1010-9 대원빌딩,16705.0,37.2517452121,127.0762053274,영업/정상,영업,,16.80,206698.28688563,416640.77144546,,,N,16.8,한식
3770000-101-2010-00133,닭갈비와 지짐이,20100609,"경기도 수원시 팔달구 경수대로616번길 33, 1층 (우만동)","경기도 수원시 팔달구 우만동 554-10 ,1층",16240.0,37.2812177933,127.0323053774,영업/정상,영업,031-214-5335,30.34,202793.218073915,419918.766358061,,,N,30.34,한식
3770000-101-2005-00173,닭나무집,20050808,경기도 수원시 팔달구 권광로175번길 41 (인계동),경기도 수원시 팔달구 인계동 1044-23,16490.0,37.2637489877,127.0300788904,영업/정상,영업,031-242-0082,173.25,202596.750058084,417978.180624521,,,N,173.25,한식
3770000-101-2025-00248,닭다리순살하나만제대로하는치킨집 수원점,20250909,"경기도 수원시 팔달구 팔달문로115번길 30, 1층 101-4호 (지동, 샤인빌)",경기도 수원시 팔달구 지동 477-8 샤인빌,16248.0,37.2830497108,127.028289347,영업/정상,영업,,8.30,202436.84296262,420120.234367614,,,N,8.3,한식
3770000-101-1994-60174,닭발곱창,19940909,경기도 수원시 팔달구 매산로 2-10 (매산로1가),경기도 수원시 팔달구 매산로1가 57-3,16461.0,37.2660697418,127.0024213835,영업/정상,영업,031-245-2941,13.33,200143.531953133,418243.850692453,유흥업소밀집지역,상수도전용,N,13.33,한식
3760000-101-2017-00022,닭발굽는남자,20170210,"경기도 수원시 권선구 금곡로 204, 1층 120호 (금곡동, 세종타운721)",경기도 수원시 권선구 금곡동 1118-1 세종타운721 1층 120호,16397.0,37.2736954342,126.9533508895,영업/정상,영업,,52.60,195789.965402462,419085.597357557,기타,상수도전용,N,52.6,한식
3750000-101-2025-00057,닭발나라,20250314,"경기도 수원시 장안구 파장로82번길 10, 1층 일부호 (파장동)",경기도 수원시 장안구 파장동 580-11 남문반찬,16349.0,37.3069320368,126.9923461229,영업/정상,영업,031-269-0403,32.89,199255.459590349,422769.840632194,,상수도전용,N,32.89,한식
3760000-101-2007-00083,닭발친구,20070425,경기도 수원시 권선구 권중로 68-5 (권선동),경기도 수원시 권선구 권선동 1258-5 102호,16556.0,37.2523036492,127.0306799683,영업/정상,영업,031-224-7805,41.10,202649.131300649,416706.854208263,,,N,41.1,한식
3760000-101-2016-00116,닭앤도리 세류점,20160520,"경기도 수원시 권선구 세권로42번길 10, 1층 일부호 (세류동)",경기도 수원시 권선구 세류동 443-21,16586.0,37.2590117724,127.0088845594,영업/정상,영업,031-302-0994,56.46,200716.599113239,417451.230487485,,,N,56.46,한식
3770000-101-2025-00241,닭의대가,20250904,"경기도 수원시 팔달구 경수대로 438, 현대하이엘 1층 105-1호 (인계동)",경기도 수원시 팔달구 인계동 1016-2 현대하이엘,16490.0,37.2652308857,127.0264606682,영업/정상,영업,,21.30,202276.340245891,418141.892425827,,,N,21.3,한식
3770000-101-2019-00209,닭장맥주 수원인계점,20190823,"경기도 수원시 팔달구 권광로180번길 53-12, 101호,102호일부 1층 (인계동)","경기도 수원시 팔달구 인계동 1121-3 1층 101호,102호일부",16488.0,37.2634456789,127.0354490577,영업/정상,영업,,104.37,203074.473307972,417947.522613026,,상수도전용,N,104.37,한식
3750000-101-2021-00026,닭집애 수원점,20210302,"경기도 수원시 장안구 일월로66번길 15, 1층 (천천동)",경기도 수원시 장안구 천천동 366-9,16421.0,37.2890236611,126.9783417769,영업/정상,영업,031-293-1666,93.96,198009.612791705,420782.882704543,,상수도전용,N,93.96,한식
3750000-101-2024-00088,닭튜브 정자점,20240314,"경기도 수원시 장안구 수성로245번길 21, 1층 105호 (정자동, 화서역 우방 센트럴파크)",경기도 수원시 장안구 정자동 887-1 화서역 우방 센트럴파크,16317.0,37.2901213253,126.9987318116,영업/정상,영업,,23.98,199713.999064428,420924.007256962,,,N,23.98,한식
3770000-101-2022-00249,담다F&B,20220801,"경기도 수원시 팔달구 인계로68번길 47, 1층 (인계동)",경기도 수원시 팔달구 인계동 991-4,16476.0,37.2667369165,127.0243872919,영업/정상,영업,,30.69,202092.793001687,418310.069738232,,상수도전용,N,30.69,한식
3770000-101-2019-00035,담소소사골순대국,20190215,"경기도 수원시 팔달구 정조로 787, 1층 (팔달로2가)",경기도 수원시 팔달구 팔달로2가 85-1,16261.0,37.2783868671,127.0164630306,영업/정상,영업,,75.60,201387.297174944,419601.681326191,,,N,75.6,한식
5610000-101-2022-00128,담소소사골순대국·육개장 매탄삼성2호점,20220425,"경기도 수원시 영통구 인계로 264, 매탄삼성내과의원 1층 일부호 (매탄동)",경기도 수원시 영통구 매탄동 1240-1 매탄삼성내과의원,16544.0,37.2637043407,127.0463645216,영업/정상,영업,,83.40,204043.132992492,417974.549707892,,,N,83.4,한식
3770000-101-2003-50057,담소정생고기,20030312,경기도 수원시 팔달구 수성로157번길 27-15 (화서동),경기도 수원시 팔달구 화서동 682-3,16321.0,37.2873746782,126.9887997864,영업/정상,영업,031-269-9982,110.00,198936.697046744,420599.743251771,,상수도전용,N,110.0,한식
5610000-101-2023-00099,담솥 광교아브뉴프랑점,20230315,"경기도 수원시 영통구 센트럴타운로 85, 203동 지1층 Cb37-1호 (이의동, 광교C1 호반베르디움, Summit Place광교)","경기도 수원시 영통구 이의동 1332 광교C1 호반베르디움, Summit Place광교",16507.0,37.2915640479,127.0504732206,영업/정상,영업,,75.52,204409.226022404,420967.617798492,,,N,75.52,한식
5610000-101-2025-00412,담솥 삼성디지털시티점,20251205,"경기도 수원시 영통구 삼성로168번길 5, 2층 (매탄동)",경기도 수원시 영통구 매탄동 436-48 2층,16676.0,37.2581483309,127.0573704831,영업/정상,영업,,194.74,205018.685643588,417357.847579601,,상수도전용,Y,194.74,한식
3760000-101-2023-00242,담솥 수원호매실점,20230710,"경기도 수원시 권선구 금곡로 206, 호매실우성메디피아2 1층 106,107호 (금곡동)",경기도 수원시 권선구 금곡동 1117,16393.0,37.2740336206,126.9543635944,영업/정상,영업,,96.40,195855.18558575,419113.050155058,,,N,96.4,한식
3770000-101-2023-00298,담솥 인계점,20230825,"경기도 수원시 팔달구 인계로 120, 스마트 타워 1층 104호 (인계동)",경기도 수원시 팔달구 인계동 1035-5 스마트 타워,16489.0,37.2672398031,127.0306887929,영업/정상,영업,,58.91,202656.872281219,418367.636262667,,상수도전용,N,58.91,한식
3770000-101-2024-00299,담양 큰닭칼국수,20240923,"경기도 수원시 팔달구 세지로152번길 25, 1층 일부호 (인계동)",경기도 수원시 팔달구 인계동 1005-5,16479.0,37.2647636636,127.022347088,영업/정상,영업,,50.78,201911.208704452,418089.795024109,,상수도전용,N,50.78,한식
5610000-101-2018-00022,담은 집,20180207,"경기도 수원시 영통구 매영로 52-1, 1층 일부호 (매탄동)",경기도 수원시 영통구 매탄동 200-13,16540.0,37.2687329715,127.0484209152,영업/정상,영업,031-216-0512,64.61,204222.218964305,418530.541395616,,상수도전용,N,64.61,한식
5610000-101-2019-00158,담은(담은세계),20190515,"경기도 수원시 영통구 매영로 47, 1층 (매탄동)",경기도 수원시 영통구 매탄동 199-69,16524.0,37.2691461832,127.0480462483,영업/정상,영업,031-217-2009,35.20,204190.14643855,418580.162269184,,,N,35.2,한식
5610000-101-2009-00221,담이랑샤브칼국수,20091230,"경기도 수원시 영통구 동수원로 515, 2층 (매탄동)",경기도 수원시 영통구 매탄동 101-2,16531.0,37.2732517029,127.046780976,영업/정상,영업,031-215-5725,643.32,204075.842123861,419035.232823178,,,Y,643.32,한식
3770000-101-2011-00135,담평추어탕감자탕,20110629,"경기도 수원시 팔달구 향교로 117-1, 1층 (교동)","경기도 수원시 팔달구 교동 21-1 ,1층",16463.0,37.2720368866,127.0132439615,영업/정상,영업,031-255-7261,203.40,201098.431692745,418912.33436396,,,N,203.4,한식
3760000-101-2014-00007,당구대통철판삼겹살,20140114,"경기도 수원시 권선구 오목천로 119 (고색동, 1층)",경기도 수원시 권선구 고색동 912-13번지 1층,16641.0,37.2431666061,126.9735392239,영업/정상,영업,031-233-0080,260.55,197602.586082006,415697.501442471,기타,상수도전용,N,260.55,한식
3760000-101-1998-00009,당수마라탕,19981210,경기도 수원시 권선구 당진로32번길 20 (당수동),경기도 수원시 권선구 당수동 160-4,16375.0,37.2918855344,126.9417792462,영업/정상,영업,031-419-1156,68.46,194763.065974967,421105.610365705,주택가주변,상수도전용,N,68.46,한식
3760000-101-2021-00207,당수오리,20210630,"경기도 수원시 권선구 매실로 3-1, 1층 (호매실동)",경기도 수원시 권선구 호매실동 466,16399.0,37.2676919436,126.9513528833,영업/정상,영업,,87.87,195621.458058146,418426.555865014,,상수도전용,N,87.87,한식
3760000-101-2017-00078,당수원가마솥순대국,20170421,"경기도 수원시 권선구 당진로 42, 1층 (당수동)",경기도 수원시 권선구 당수동 152-1,16375.0,37.2927385211,126.9410734453,영업/정상,영업,031-415-9300,134.55,194712.978899493,421207.91699906,,,N,134.55,한식
3770000-101-2019-00070,당술샘(DangSulSaem),20190326,"경기도 수원시 팔달구 정조로892번길 17, 1층 (북수동)",경기도 수원시 팔달구 북수동 21-14,16253.0,37.2879308747,127.0160409548,영업/정상,영업,,53.46,201350.479558842,420661.500868791,,,N,53.46,한식
5610000-101-2020-00456,당신의 술,20201113,"경기도 수원시 영통구 센트럴타운로 107, 204동 B-61호 (이의동, 광교푸르지오 월드마크, 월드스퀘어)","경기도 수원시 영통구 이의동 1331 광교푸르지오 월드마크,  월드스퀘어",16507.0,37.2917159371,127.0477533234,영업/정상,영업,,43.96,204219.521658448,421105.173167299,,,N,43.96,한식
3750000-101-2007-00127,대가24시간순대국,20070622,"경기도 수원시 장안구 경수대로 995 (송죽동,2층)",경기도 수원시 장안구 송죽동 446-1 2층,16303.0,37.3055230708,127.0022969491,영업/정상,영업,031-248-3330,329.76,200131.806693303,422616.436482401,,상수도전용,Y,329.76,한식
3770000-101-2023-00004,대가갈비찜,20230103,"경기도 수원시 팔달구 매산로 13-4, 매산동어울림센터 1층 4호 (매산로1가)",경기도 수원시 팔달구 매산로1가 47-3,16455.0,37.2676042472,127.0029300981,영업/정상,영업,,12.54,200187.547233206,418415.219086093,,,N,12.54,한식
5610000-101-2021-00063,대가국수,20210219,"경기도 수원시 영통구 청명남로 21, 아셈프라자 112호 (영통동)",경기도 수원시 영통구 영통동 998-6 아셈프라자,16704.0,37.2520364395,127.0744671581,영업/정상,영업,,51.39,206534.697014217,416684.939051615,,,N,51.39,한식
